,nombre_atrezzo,categoria_atrezzo,seccion_atrezzo,descripcion_atrezzo,largo,ancho,alto,imagen_atrezzo
21,M40,Mesa,Auxiliar  Japonés  ,Mesa japonesa tablero ondas patas forma,57,57,40,https://atrezzovazquez.es/admin/img_prod/M40/M40-1-720x540.png
22,BYC40,Atrezzo de bar y cafetería,Bar y cafetería  ,Vasos cristal liso grandes,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC40/BYC40(BAR40-720x540).png
23,COL40,Atrezzo colegio,Colegio  ,Regla antigua con su funda,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL40/COL40-720x540.png
24,DES40,Atrezzo despacho,Despacho  Máquinas de escribir  ,Máquina de escribir portátil Olivetti Lettera G9 con su caja,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES40/DES40-720x540.png
25,BA40,Baño,Lavabo  ,Lavamanos de pared con 2 grifos,47,30,30,https://atrezzovazquez.es/admin/img_prod/BA40/BA40-1-720x540.png
26,BEB40,Bebé,Descatalogado  ,,0,0,0,https://atrezzovazquez.es/admin/img_prod/BEB40/LOGOTIPO VAZQUEZ- 720x540.png
27,CST40,Moda y costura,Máquinas de coser  ,Máquina de coser REFREY verde con pie rojo,48,102,95,https://atrezzovazquez.es/admin/img_prod/CST40/CST40-720x540.png
28,CRI40,Cristalería,,Vasos cristal de cortadillo antiguos,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI40/CRI40-720x540.png
29,MC40,Macetero,Columna  Griego  Jardín  ,Peana capitel escayola tallada,30,30,44,https://atrezzovazquez.es/admin/img_prod/MC40/MC40-1-720x540.png
30,ME40,Mesilla,Dormitorio  Inglesa  ,Mesilla inglesa caoba puerta y cajón,70,40,76,https://atrezzovazquez.es/admin/img_prod/ME40/ME40-2-720x540.png
31,VET40,Ventilador,,Ventilador de mesa aspas marrones,1,1,1,https://atrezzovazquez.es/admin/img_prod/VET40/VET40-720x540.png
32,REL40,Reloj,Cocina  ,Reloj de pared de cocina cuadrado plástico verde y blanco,1,1,1,https://atrezzovazquez.es/admin/img_prod/REL40/REL40-720x540.png
33,TEL40,Telefonía,,Teléfono-fax crema,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL40/TLF40-720x540.png
34,MYN40,Maletas y neceseres de viaje,Viaje  ,Maleta jaspeada gris cantoneras negras,65,30,25,https://atrezzovazquez.es/admin/img_prod/MYN40/MYN40-720x540.png
35,JUG40,Juguetes,Juguete  ,Coches miniatura de plástico,0,0,0,https://atrezzovazquez.es/admin/img_prod/JUG40/JUG40-720x540.png
36,JAR40,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarrón barro verde,0,0,0,https://atrezzovazquez.es/admin/img_prod/JAR40/JAR40-720x540.png
37,MYS40,Tocadiscos y altavoces,Electrónica  Musica  Sonido  ,Amplificador caja madera Fisher,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYS40/MYS40-720x540.png
38,TP40,Tapices y estandartes,Salón  ,Tapiz bordado campesinas,105,0,50,https://atrezzovazquez.es/admin/img_prod/TP40/TP40-720x540.png
39,ML40,Librería,Despacho  Español  ,Librería despacho español tallada,125,47,175,https://atrezzovazquez.es/admin/img_prod/ML40/ML40-1-720x540.png
40,MED40,Atrezzo medicina,Hospital  Medicina  ,Frascos de laboratorio antiguos cristal caramelo tapón cristal pequeños,0,0,0,https://atrezzovazquez.es/admin/img_prod/MED40/MED40-720x540.png
41,HOS40,Hospitales,Hospital  Medicina  ,Silla tubo blanco tapizada skay blanco,40,40,85,https://atrezzovazquez.es/admin/img_prod/HOS40/HOS40-1-720x540.png
42,VAA40,Atrezzo vario,Hotel  ,Llavero de hotel figurado madera pintado verde,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAA40/VAA40-720x540.png
43,RAD40,Radios,,Radio antigua capilla caja madera,1,1,1,https://atrezzovazquez.es/admin/img_prod/RAD40/RAD40-720x540.png
44,SI40,Sillón,Isabelino  Salón  Tresillo  ,Sillón isabelino capitoné tapizado terciopelo oro,35,70,95,https://atrezzovazquez.es/admin/img_prod/SI40/SI40-1-720x540.png
45,MV40,Muebles varios,Japonés  Rinconera  ,Rinconera japonesa 1 puerta pinturas,80,60,112,https://atrezzovazquez.es/admin/img_prod/MV40/MV40 720x540.png
46,SIL40,Silla,Comedor  ,Silla nogal respaldo rejilla,45,40,88,https://atrezzovazquez.es/admin/img_prod/SIL40/SIL40-1-720x540.png
47,S40,Sofá,Isabelino  Salón  Tresillo  ,Sofá isabelino capitoné tapizado terciopelo oro,270,70,95,https://atrezzovazquez.es/admin/img_prod/S40/S40-1-720x540.png
0,TYV40,Televisores y vídeos,Televisor  ,"Televisión portátil caja blanca Elbe 14""",43,28,27,https://atrezzovazquez.es/admin/img_prod/TYV40/TYV40-720x540.png
1,PV40,Pie de vela,Medieval  ,Pie de vela para lámpara votivas,51,51,230,https://atrezzovazquez.es/admin/img_prod/PV40/PV40-720x540.png
2,PER40,Perchero,Dormitorio  ,Perchero de pie tubo azul con ganchos niquelados en espiral,1,1,1,https://atrezzovazquez.es/admin/img_prod/PER40/PER40-720x540.png
3,CDM40,Centro de mesa,,Centro de mesa de loza Talavera forma cesta,0,0,0,https://atrezzovazquez.es/admin/img_prod/CDM40/CDM40-720x540.png
4,FIG40,Figuras,Adorno  ,Figura de paja pájaro,0,0,0,https://atrezzovazquez.es/admin/img_prod/FIG40/FIG40-720x540.png
5,PLA40,Playa,Sombrillas  ,Sombrilla tela rayas colores,0,140,0,https://atrezzovazquez.es/admin/img_prod/PLA40/PLA40-720x540.png
6,REG40,Religión,Iglesia  Cruces  ,Crucifijo de mesa metal grabado,0,0,0,https://atrezzovazquez.es/admin/img_prod/REG40/REG40-720x540.png
7,RU40,Rural,Oficios  ,Telar de pie figurado,74,25,172,https://atrezzovazquez.es/admin/img_prod/RU40/RU40-720x540.png
8,ALF41,Alfombra,Arabe  Comedor  Salón  ,Alfombra persa roja,195,145,1,https://atrezzovazquez.es/admin/img_prod/ALF41/ALF41-720x540.png
9,AFC41,Alfombra de cama,Dormitorio  ,Alfombrin de cama azul y crema,120,60,1,https://atrezzovazquez.es/admin/img_prod/AFC41/AFC41-720x540.png
10,AP41,Aparador,Comedor  Valenciano  ,Aparador valenciano con puerta cristal,155,50,112,https://atrezzovazquez.es/admin/img_prod/AP41/AP41-720x540.png
11,AR41,Armario,,Armario nogal 1 puerta espejo,82,43,184,https://atrezzovazquez.es/admin/img_prod/AR41/AR41-1-720x540.png
12,BAC41,Banco,Rústico  Taberna  ,Banco de cruceta de pino,181,31,46,https://atrezzovazquez.es/admin/img_prod/BAC41/BAC41-1-720x540.png
13,BAN41,Banqueta,Cubista  Salón  ,Banqueta  cubista pata plana,57,57,33,https://atrezzovazquez.es/admin/img_prod/BAN41/BAN41-1-720x540.png
14,BAU41,Baul,Almacenaje  Viaje  ,Baúl pequeño madera figurado,50,38,40,https://atrezzovazquez.es/admin/img_prod/BAU41/BAU41-1-720x540.png
15,BIO41,Biombo,Dormitorio  ,Biombo 3 hojas tapizado tela flores,150,5,200,https://atrezzovazquez.es/admin/img_prod/BIO41/BIO41-720x540.png
16,CA41,Cama,Dormitorio  Frances  ,Cama francesa cabecero rejilla,140,190,130,https://atrezzovazquez.es/admin/img_prod/CA41/CA41-1-720x540.png
17,CO41,Cocinas,Electrodomestico  ,Frigorífico 1 puerta,57,57,128,https://atrezzovazquez.es/admin/img_prod/CO41/CO41-720x540.png
18,COM41,Comoda,Comodín  Dormitorio  ,Comodín haya 2 puertas y 3 cajones,80,48,78,https://atrezzovazquez.es/admin/img_prod/COM41/COM41-1-720x540.png
19,CON41,Consola,Recibidor  Rústico  ,Consola rinconera rustica 2 patas torneadas,70,39,80,https://atrezzovazquez.es/admin/img_prod/CON41/CON41-720x540.png
20,CU41,Cuadro,Animales  Paisaje  ,Cuadro marco barroco dorado lámina paisaje con caballos,108,10,92,https://atrezzovazquez.es/admin/img_prod/CU41/CU41-720x540.png
21,ANU41,Carteles y anuncios,Tienda  ,Carteles anuncio farmacia,10,1,5,https://atrezzovazquez.es/admin/img_prod/ANU41/ANU41-720x540.png
22,ESP41,Espejo,Dormitorio  Salón  ,Espejo pared marco tallado,132,20,71,https://atrezzovazquez.es/admin/img_prod/ESP41/ESP41-720x540.png
23,ES41,Estanteria,Dormitorio  ,Estantería de suelo madera pintada,84,25,130,https://atrezzovazquez.es/admin/img_prod/ES41/ES41-1-720x540.png
24,EST41,Estufa,Calefaccion  ,Estufa de butano marrón Mepamsa,53,40,73,https://atrezzovazquez.es/admin/img_prod/EST41/EST41-1-720x540.png
25,ESTAT41,Estatua,Griego  ,Torso escayola hombre,26,18,52,https://atrezzovazquez.es/admin/img_prod/ESTAT41/ESTAT41-720x540.png
26,F41,Fichero,Despacho  ,Cajonera de despacho crema 2 cajones con ruedas,42,55,62,https://atrezzovazquez.es/admin/img_prod/F41/F41-1-720x540.png
27,MUS41,Instrumentos musicales,Musica  ,Gaita pequeña,1,1,1,https://atrezzovazquez.es/admin/img_prod/MUS41/MUS41 (INM28)-720x540.png
28,ADO41,Adornos,Salón  ,Maqueta barco chapa,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADO41/ADO41-720x540.png
29,DPT41,Deporte,Bicicleta  ,Bicicleta de niño verde,100,15,50,https://atrezzovazquez.es/admin/img_prod/DPT41/DPT41-720x540.png
30,LAM41,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa mármol y metal,0,0,0,https://atrezzovazquez.es/admin/img_prod/LAM41/LAM41-720X540.png
31,FUM41,Artículos de fumador,Cenicero  ,Cenicero cristal grueso diferentes,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM41/FUM41-720X540.png
32,M41,Mesa,Centro  Japonés  ,Mesa japonesa centro rectangular roja,130,52,45,https://atrezzovazquez.es/admin/img_prod/M41/M41-1-720x540.png
33,BYC41,Atrezzo de bar y cafetería,Bar y cafetería  ,Vasos cristal para licor,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC41/BYC41(BAR41-720x540).png
34,COL41,Atrezzo colegio,Colegio  ,Cartabones de madera de pizarra,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL41/COL41-1-720x540.png
35,DES41,Atrezzo despacho,Despacho  Máquinas de escribir  ,Máquina de escribir Andina,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES41/DES41-720x540.png
36,BA41,Baño,Lavabo  ,Lavabo de loza con pie y un grifo,57,44,90,https://atrezzovazquez.es/admin/img_prod/BA41/BA41-1-720x540.png
37,BEB41,Bebé,Cochecito  ,Cochecito de bebé marrón con capota,42,96,92,https://atrezzovazquez.es/admin/img_prod/BEB41/BEB41-1-720x540.png
38,CST41,Moda y costura,Máquinas de coser  ,Máquina de coser ALFA con mueble formica,44,82,57,https://atrezzovazquez.es/admin/img_prod/CST41/CST41-1-720x540.png
39,CRI41,Cristalería,,Vasos cristal de licor.,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI41/CRI41-720x540.png
40,MC41,Macetero,Salón  ,Macetero redondo torneado raíz,23,23,92,https://atrezzovazquez.es/admin/img_prod/MC41/MC41-1-720x540.png
41,ME41,Mesilla,Dormitorio  Inglesa  ,Mesilla inglesa caoba puerta y marquetería,44,38,85,https://atrezzovazquez.es/admin/img_prod/ME41/ME41-1-720x540.png
42,VET41,Ventilador,,Ventilador de suelo caja blanca,1,1,1,https://atrezzovazquez.es/admin/img_prod/VET41/VET41-720x540.png
43,REL41,Reloj,Despacho  ,Reloj de mesa bronce y mármol figura rinoceronte,1,1,1,https://atrezzovazquez.es/admin/img_prod/REL41/REL41-720x540.png
44,TEL41,Telefonía,,Teléfono-fax negro,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL41/TLF41-720x540.png
45,MYN41,Maletas y neceseres de viaje,Viaje  ,Maleta lona azul,60,40,25,https://atrezzovazquez.es/admin/img_prod/MYN41/MYN41-720x540.png
46,JUG41,Juguetes,Juguete  ,Combas y saltadores antiguos,0,0,0,https://atrezzovazquez.es/admin/img_prod/JUG41/JUG41-720x540.png
47,JAR41,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarrón bola Talavera verde dibujos,0,0,0,https://atrezzovazquez.es/admin/img_prod/JAR41/JAR41-720x540.png
0,MYS41,Tocadiscos y altavoces,Electrónica  Musica  Sonido  ,Amplificador caja madera Sansui,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYS41/MYS41-720x540.png
1,ML41,Librería,Descatalogado  ,descatalogado,0,0,0,https://atrezzovazquez.es/admin/img_prod/ML41/LOGOTIPO VAZQUEZ- 720x540.png
2,MED41,Atrezzo medicina,Hospital  Medicina  ,Frascos de laboratorio antiguos cristal tapón cristal pequeños,0,0,0,https://atrezzovazquez.es/admin/img_prod/MED41/MED41-720x540.png
3,HOS41,Hospitales,Hospital  Medicina  ,Carro de hospital madera pintado blanco,60,34,74,https://atrezzovazquez.es/admin/img_prod/HOS41/HOS41-1-720x540.png
4,VAA41,Atrezzo vario,Descatalogado  ,DESCATOLOGADO,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAA41/LOGOTIPO VAZQUEZ- 720x540.png
5,RAD41,Radios,,Radio antigua capilla reproducción,1,1,1,https://atrezzovazquez.es/admin/img_prod/RAD41/RAD41-720x540.png
6,SI41,Sillón,Salón  Tresillo  ,SILLÓN ROLLO TAPIZADO TELA TAPIZ,70,60,77,https://atrezzovazquez.es/admin/img_prod/SI41/SI41-1-720x540.png
7,MV41,Muebles varios,Casillero  Hotel  ,Casillero de hotel oscuro,63,20,60,https://atrezzovazquez.es/admin/img_prod/MV41/MV41-1-720x540.png
8,SIL41,Silla,Comedor  Isabelino  Salón  ,Silla isabelina respaldo capitoné tapizada,51,50,95,https://atrezzovazquez.es/admin/img_prod/SIL41/SIL41-1-720x540.png
9,S41,Sofá,Salón  Tresillo  ,Sofá rollo tapizado tela tapiz,130,60,90,https://atrezzovazquez.es/admin/img_prod/S41/S41-1-720x540.png
10,TYV41,Televisores y vídeos,Televisor  ,"Televisión portátil caja crema Lavis 14""",40,30,27,https://atrezzovazquez.es/admin/img_prod/TYV41/TYV41-1-720x540.png
11,PV41,Pie de vela,Candelero  ,Candelero bajo niquelado,0,0,0,https://atrezzovazquez.es/admin/img_prod/PV41/PV41-720x540.png
12,TP41,Tapices y estandartes,Salón  ,Tapiz bordado paisaje vertical,70,0,150,https://atrezzovazquez.es/admin/img_prod/TP41/TP41-720x540.png
13,PER41,Perchero,Americano  Dormitorio  ,Perchero de pie madera 6 boliches,40,40,173,https://atrezzovazquez.es/admin/img_prod/PER41/PER41-720x540.png
14,CDM41,Centro de mesa,,Centro de mesa de madera diferentes modelos,0,0,0,https://atrezzovazquez.es/admin/img_prod/CDM41/CDM41-720x540.png
15,FIG41,Figuras,Adorno  ,Figura de paja pájaro,0,0,0,https://atrezzovazquez.es/admin/img_prod/FIG41/FIG41-720x540.png
16,PLA41,Playa,Sombrillas  ,Sombrilla tela blanca,0,160,0,https://atrezzovazquez.es/admin/img_prod/PLA41/PLA41-720x540.png
17,REG41,Religión,Cruces  Iglesia  ,Crucifijo de mesa metal alto,0,0,0,https://atrezzovazquez.es/admin/img_prod/REG41/REG41-720x540.png
18,RU41,Rural,,Castañera de hierro,0,0,0,https://atrezzovazquez.es/admin/img_prod/RU41/RU41-1-720x540.png
19,ALF42,Alfombra,Arabe  ,Alfombra persa verde,235,1,165,https://atrezzovazquez.es/admin/img_prod/ALF42/ALF42-1-720x540.png
20,AFC42,Alfombra de cama,Arabe  Dormitorio  ,Alfombrín de cama fino persa verde con fleco,120,70,1,https://atrezzovazquez.es/admin/img_prod/AFC42/AFC42-720x540.png
21,AP42,Aparador,Comedor  Valenciano  ,Aparador valenciano con puerta cristal,150,50,107,https://atrezzovazquez.es/admin/img_prod/AP42/AP42-720X540.png
22,AR42,Armario,Dormitorio  ,Armario nogal 1 puerta espejo,110,57,210,https://atrezzovazquez.es/admin/img_prod/AR42/AR42-1-720x540.png
23,BAC42,Banco,Rústico  Taberna  ,Banco de cruceta de pino,200,33,42,https://atrezzovazquez.es/admin/img_prod/BAC42/BAC42-1-720x540.png
24,BAN42,Banqueta,Español  Salón  ,Banqueta estilo español patas torneadas,53,43,40,https://atrezzovazquez.es/admin/img_prod/BAN42/BAN42-1-720x540.png
25,BAU42,Baul,Almacenaje  Viaje  ,Baúl pequeño madera tapa recta,50,35,35,https://atrezzovazquez.es/admin/img_prod/BAU42/BAU42-1-720x540.png
26,CA42,Cama,Dormitorio  Isabelino  ,Cama isabelina marquetería con dosel,140,190,187,https://atrezzovazquez.es/admin/img_prod/CA42/CA42-720x540.png
27,CO42,Cocinas,Electrodomestico  ,Frigorífico 1 puerta,53,53,112,https://atrezzovazquez.es/admin/img_prod/CO42/CO42-720x540.png
28,COM42,Comoda,Dormitorio  ,Cómoda lavabo caoba rayado oro con espejos (juego dormitorio),126,63,208,https://atrezzovazquez.es/admin/img_prod/COM42/COM42-1-720x540.png
29,CON42,Consola,Italiano  Recibidor  ,Consola marquetería patas estriadas,80,28,75,https://atrezzovazquez.es/admin/img_prod/CON42/CON42-1-720x540.png
30,CU42,Cuadro,Paisaje  ,Cuadro marco barroco dorado óleo campestre,108,10,87,https://atrezzovazquez.es/admin/img_prod/CU42/CU42-720x540.png
31,ANU42,Carteles y anuncios,Bar y cafetería  ,Carteles de bar sobre cristal,10,1,5,https://atrezzovazquez.es/admin/img_prod/ANU42/ANU42-720x540.png
32,ESP42,Espejo,Dormitorio  ,Espejo marco claro liso medio punto,77,20,120,https://atrezzovazquez.es/admin/img_prod/ESP42/ESP42-720x540.png
33,ES42,Estanteria,Dormitorio  Mimbre  ,Estante de pared de mimbre,70,20,80,https://atrezzovazquez.es/admin/img_prod/ES42/ES42-720x540.png
34,EST42,Estufa,Calefaccion  ,Placa de calor de pared Tawen,120,6,25,https://atrezzovazquez.es/admin/img_prod/EST42/EST42-720x540.png
35,ESTAT42,Estatua,Religioso  ,Estatua Virgen de cartón,1,1,1,https://atrezzovazquez.es/admin/img_prod/ESTAT42/ESTAT42-720x540.png
36,F42,Fichero,Despacho  ,Cajonera crema 4 cajones con ruedas,41,57,62,https://atrezzovazquez.es/admin/img_prod/F42/F42-1-720x540.png
37,MUS42,Instrumentos musicales,Musica  ,Fagot figurado,1,1,1,https://atrezzovazquez.es/admin/img_prod/MUS42/MUS42 (INM29)-720x540.png
38,ADO42,Adornos,Salón  ,Maqueta barco madera,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADO42/ADO42-720x540.png
39,DPT42,Deporte,Bicicleta  ,Bicicleta de niña morada y amarilla,100,15,50,https://atrezzovazquez.es/admin/img_prod/DPT42/DPT42-720x540.png
40,LAM42,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa metal columna lisa,0,0,0,https://atrezzovazquez.es/admin/img_prod/LAM42/LAM42-720X540.png
41,FUM42,Artículos de fumador,Cenicero  ,Cenicero cristal grueso alto,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM42/FUM42-720X540.png
42,M42,Mesa,Centro  Japonés  ,Mesa japonesa centro rectangular roja,125,62,40,https://atrezzovazquez.es/admin/img_prod/M42/M42-1-720x540.png
43,BYC42,Atrezzo de bar y cafetería,Bar y cafetería  ,Vasos de cristal para licor,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC42/BYC42(BAR42-720x540).png
44,COL42,Atrezzo colegio,Colegio  ,Regla de madera,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL42/COL42-1-720x540.png
45,DES42,Atrezzo despacho,Despacho  Máquinas de escribir  ,Máquina de escribir blanca Olympia,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES42/DES42-720x540.png
46,BA42,Baño,Descatalogado  ,Descatalogado,1,1,1,https://atrezzovazquez.es/admin/img_prod/BA42/LOGOTIPO VAZQUEZ- 720x540.png
47,BEB42,Bebé,Bañera  ,Bañera de cinc de bebé con pie,97,50,100,https://atrezzovazquez.es/admin/img_prod/BEB42/BEB42-1-720x540.png
0,CST42,Moda y costura,Máquinas de coser  ,Máquina de coser SINGER negra con pie y tapa abatible,45,78,89,https://atrezzovazquez.es/admin/img_prod/CST42/CST42-1-720x540.png
1,CRI42,Cristalería,,Vasos cristal rayado caramelo letras doradas.,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI42/CRI42-720x540.png
2,MC42,Macetero,Bambú  Jardín  ,Macetón bambú cuadrado laterales espejo,40,40,37,https://atrezzovazquez.es/admin/img_prod/MC42/MC42-1-720x540.png
3,ME42,Mesilla,Dormitorio  ,Mesilla nogal alta puerta con marquetería,35,30,76,https://atrezzovazquez.es/admin/img_prod/ME42/ME42-1-720x540.png
4,VET42,Ventilador,,Ventilador de suelo caja crema,1,1,1,https://atrezzovazquez.es/admin/img_prod/VET42/VET42-720x540.png
5,REL42,Reloj,Cocina  ,Reloj de pared de cocina cuadrado aluminio esfera azul,1,1,1,https://atrezzovazquez.es/admin/img_prod/REL42/REL42-720x540.png
6,TEL42,Telefonía,,Teléfono de mesa inalámbrico gris,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL42/TLF42-720x540.png
7,MYN42,Maletas y neceseres de viaje,Viaje  ,Maleta lona azul con bolsillos y correas con ruedas,70,55,25,https://atrezzovazquez.es/admin/img_prod/MYN42/MYN42-720x540.png
8,JUG42,Juguetes,Juguete  ,Puzzle de dados de cartón,0,0,0,https://atrezzovazquez.es/admin/img_prod/JUG42/JUG42-720x540.png
9,JAR42,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarrón loza chino bola,0,0,0,https://atrezzovazquez.es/admin/img_prod/JAR42/JAR42-720x540.png
10,MYS42,Tocadiscos y altavoces,Electrónica  Musica  Sonido  ,Cadena música plateada Mistshubisi,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYS42/MYS42-720x540.png
11,ML42,Librería,Descatalogado  ,Descatalogado,0,0,0,https://atrezzovazquez.es/admin/img_prod/ML42/LOGOTIPO VAZQUEZ- 720x540.png
12,MED42,Atrezzo medicina,Hospital  Medicina  ,Frascos de medicina antiguos tapón lacre,0,0,0,https://atrezzovazquez.es/admin/img_prod/MED42/MED42-720x540.png
13,HOS42,Hospitales,Hospital  Medicina  ,Mesa clínica tubo blanco tapa madera,70,50,90,https://atrezzovazquez.es/admin/img_prod/HOS42/HOS42-720x540.png
14,VAA42,Atrezzo vario,,Gorro de aviador antiguo lona  verde,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAA42/VAA42-720x540.png
15,RAD42,Radios,,Radio antigua caja madera dial negro 4 mandos,1,1,1,https://atrezzovazquez.es/admin/img_prod/RAD42/RAD42-720x540.png
16,SI42,Sillón,Español  Salón  Tresillo  ,Sillón español tapizado terciopelo labrado rojo,84,80,100,https://atrezzovazquez.es/admin/img_prod/SI42/SI42-1-720x540.png
17,MV42,Muebles varios,Italiano  Mueble bar  ,Mueble bar italiano puertas giratorias,80,40,88,https://atrezzovazquez.es/admin/img_prod/MV42/MV42-1-720x540.png
18,SIL42,Silla,comedor  Isabelino  Salón  ,Silla isabelina nogal tapizada terciopelo rosa,48,45,97,https://atrezzovazquez.es/admin/img_prod/SIL42/SIL42-1-720x540.png
19,S42,Sofá,Español  Salón  Tresillo  ,Sofá estilo español cojines terciopelo labrado rojo,180,80,100,https://atrezzovazquez.es/admin/img_prod/S42/S42-1-720x540.png
20,TYV42,Televisores y vídeos,Televisor  ,Televisión caja madera,70,32,88,https://atrezzovazquez.es/admin/img_prod/TYV42/TYV42-1-720x540.png
21,PV42,Pie de vela,Candelabro  Imperio  ,Candelabro imperio pintado gris 4 luces,0,0,0,https://atrezzovazquez.es/admin/img_prod/PV42/PV42-720x540.png
22,TP42,Tapices y estandartes,Salón  ,Tapiz vertical bordado flores,120,0,260,https://atrezzovazquez.es/admin/img_prod/TP42/TP42-720x540.png
23,PER42,Perchero,Recibidor  ,Perchero de pared caoba con espejo,1,1,1,https://atrezzovazquez.es/admin/img_prod/PER42/PER42-720x540.png
24,CDM42,Centro de mesa,,Centro de mesa de loza diferentes modelos,0,0,0,https://atrezzovazquez.es/admin/img_prod/CDM42/CDM42-720x540.png
25,FIG42,Figuras,Adorno  ,Figura de cuero paloma,0,0,0,https://atrezzovazquez.es/admin/img_prod/FIG42/FIG42-720x540.png
26,PLA42,Playa,Sombrillas  ,Sombrilla tela gajos colores,0,160,0,https://atrezzovazquez.es/admin/img_prod/PLA42/PLA42-720x540.png
27,REG42,Religión,Religioso  ,Relicario marco plateado grabado,0,0,0,https://atrezzovazquez.es/admin/img_prod/REG42/REG42-720x540.png
28,RU42,Rural,,Barbacoa redonda pequeña chapa hierro,0,0,0,https://atrezzovazquez.es/admin/img_prod/RU42/RU42-720x540.png
29,ALF43,Alfombra,Arabe  Comedor  Salón  ,Alfombra flores nudo,190,140,1,https://atrezzovazquez.es/admin/img_prod/ALF43/ALF43-720x540.png
30,AFC43,Alfombra de cama,Arabe  Dormitorio  ,Alfombrin de cama persa verde,120,60,1,https://atrezzovazquez.es/admin/img_prod/AFC43/AFC43-720x540.png
31,AP43,Aparador,Comedor  ,Aparador caoba cuerpo alto vitrina,106,48,170,https://atrezzovazquez.es/admin/img_prod/AP43/AP43-1-720x540.png
32,AR43,Armario,Dormitorio  Jacobino  ,"Armario jacobino, 2 puertas",135,57,195,https://atrezzovazquez.es/admin/img_prod/AR43/AR43-1-720x540.png
33,BAC43,Banco,Rústico  Taberna  ,Banco de cruceta de pino,180,27,44,https://atrezzovazquez.es/admin/img_prod/BAC43/BAC43-1-720x540.png
34,BAN43,Banqueta,Español  Salón  ,Banqueta estilo español patas torneadas,42,42,40,https://atrezzovazquez.es/admin/img_prod/BAN43/BAN43-1-720x540.png
35,BAU43,Baul,Almacenaje  Viaje  ,Baúl tapa forma forrado cuero repujado,64,34,40,https://atrezzovazquez.es/admin/img_prod/BAU43/BAU43-1-720x540.png
36,CA43,Cama,Dormitorio  ,Cama palos torneados y medallón pintada,105,190,120,https://atrezzovazquez.es/admin/img_prod/CA43/CA43-720x540.png
37,CO43,Cocinas,Electrodomestico  ,Frigorífico 2 puertas,54,59,125,https://atrezzovazquez.es/admin/img_prod/CO43/CO43-1-720x540.png
38,COM43,Comoda,Dormitorio  ,Cómoda lavabo roble con espejo,98,58,180,https://atrezzovazquez.es/admin/img_prod/COM43/COM43-1-720x540.png
39,CON43,Consola,Recibidor  ,Consola nogal entrepaño costados azulejo,120,36,75,https://atrezzovazquez.es/admin/img_prod/CON43/CON43-1-720x540.png
40,CU43,Cuadro,Abstracto  ,Cuadro marco raíz lámina abstracta,111,5,140,https://atrezzovazquez.es/admin/img_prod/CU43/CU43-720x540.png
41,ANU43,Carteles y anuncios,Bar y cafetería  ,Carteles cartón grabados de bebidas,10,1,5,https://atrezzovazquez.es/admin/img_prod/ANU43/ANU43-720x540.png
42,ESP43,Espejo,Dormitorio  ,Espejo marco marrón y crema,110,25,154,https://atrezzovazquez.es/admin/img_prod/ESP43/ESP43-720x540.png
43,ES43,Estanteria,Dormitorio  Salón  ,Estantería cerezo,80,27,182,https://atrezzovazquez.es/admin/img_prod/ES43/ES43-1-720x540.png
44,EST43,Estufa,Calefaccion  Salón  ,Cubreradiador madera rejilla,61,25,73,https://atrezzovazquez.es/admin/img_prod/EST43/EST43-720x540.png
45,ESTAT43,Estatua,,Busto mujer clásico verde,0,0,0,https://atrezzovazquez.es/admin/img_prod/ESTAT43/ESTAT43-720x540.png
46,F43,Fichero,Despacho  ,Cajonera mesa despacho embero 3 cajones,47,77,43,https://atrezzovazquez.es/admin/img_prod/F43/F43-1-720x540.png
47,MUS43,Instrumentos musicales,Musica  ,Clarinete de madera,1,1,1,https://atrezzovazquez.es/admin/img_prod/MUS43/MUS43 (INM30)-720x540.png
