,nombre_atrezzo,categoria_atrezzo,seccion_atrezzo,descripcion_atrezzo,largo,ancho,alto,imagen_atrezzo
0,ADO43,Adornos,Salón  ,Vitrina madera con barco de sal,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADO43/ADO43-720x540.png
1,DPT43,Deporte,Bicicleta  ,Bicicleta de niña verde,135,15,70,https://atrezzovazquez.es/admin/img_prod/DPT43/DPT43-720x540.png
2,LAM43,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa metal columna salomónica,1,1,1,https://atrezzovazquez.es/admin/img_prod/LAM43/LAM43-720x540.png
3,FUM43,Artículos de fumador,Cenicero  ,Ceniceros cristal tallado cuadrados,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM43/FUM43-720X540.png
4,M43,Mesa,Centro  Japonés  ,Mesa japonesa centro nogal,65,55,40,https://atrezzovazquez.es/admin/img_prod/M43/M43-1-720x540.png
5,BYC43,Atrezzo de bar y cafetería,Bar y cafetería  ,Vasos cristal whisky,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC43/BYC43(BAR43-720x540).png
6,COL43,Atrezzo colegio,Colegio  ,Regla de plástico,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL43/COL43-720x540.png
7,DES43,Atrezzo despacho,Despacho  Máquinas de escribir  ,Máquina de escribir portátil Andina con su caja,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES43/DES43-720x540.png
8,BA43,Baño,Lavabo  ,Lavabo 2 grifos con pie,56,44,65,https://atrezzovazquez.es/admin/img_prod/BA43/BA43-720x540.png
9,BEB43,Bebé,Curvado  Trona  ,Trona de bebé curvada asiento rejilla,45,50,95,https://atrezzovazquez.es/admin/img_prod/BEB43/BEB43-720x540.png
10,CST43,Moda y costura,Máquinas de coser  ,Máquina de coser SINGER con pie refrey,44,100,90,https://atrezzovazquez.es/admin/img_prod/CST43/CST43-720x540.png
11,CRI43,Cristalería,,Copas cristal grueso tallado (10 altas y 10 bajas),1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI43/CRI43-720x540.png
12,MC43,Macetero,Jardín  ,Macetón resina tallado figuras pintadas oro,30,30,73,https://atrezzovazquez.es/admin/img_prod/MC43/MC43-1-720x540.png
13,ME43,Mesilla,Dormitorio  ,Mesilla recta verde tapa mármol,43,35,71,https://atrezzovazquez.es/admin/img_prod/ME43/ME43-1-720x540.png
14,REL43,Reloj,Cocina  Hospital  ,Reloj de pared redondo blanco,1,1,1,https://atrezzovazquez.es/admin/img_prod/REL43/REL43-720x540.png
15,TEL43,Telefonía,,Teléfono antiguo de mesa verde de oficina,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL43/TLF43-720x540.png
16,MYN43,Maletas y neceseres de viaje,Viaje  ,Maleta lona azul con correas skay marrón,88,70,25,https://atrezzovazquez.es/admin/img_prod/MYN43/MYN43-720x540.png
17,JUG43,Juguetes,Juguete  ,Diávolos antiguos,0,0,0,https://atrezzovazquez.es/admin/img_prod/JUG43/JUG43-720x540.png
18,JAR43,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarrón chino cobrizado dibujos,0,0,0,https://atrezzovazquez.es/admin/img_prod/JAR43/JAR43-720x540.png
19,MYS43,Tocadiscos y altavoces,Electrónica  Musica  Sonido  ,Aparatos de compact-disc,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYS43/MYS43-720x540.png
20,ML43,Librería,Descatalogado  ,Descatalogado,0,0,0,https://atrezzovazquez.es/admin/img_prod/ML43/LOGOTIPO VAZQUEZ- 720x540.png
21,MED43,Atrezzo medicina,Hospital  Medicina  ,Frascos de medicinas pequeños antiguos,0,0,0,https://atrezzovazquez.es/admin/img_prod/MED43/MED43-720x540.png
22,HOS43,Hospitales,Hospital  Medicina  ,Carro de hospital acero inoxidable,0,0,0,https://atrezzovazquez.es/admin/img_prod/HOS43/HOS43-1-720x540.png
23,VAA43,Atrezzo vario,,Gorro de aviador antiguo lona  negro,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAA43/VAA43-720x540.png
24,RAD43,Radios,,Radio tocadiscos Philips,62,38,44,https://atrezzovazquez.es/admin/img_prod/RAD43/RAD43-720x540.png
25,SI43,Sillón,Salón  Tresillo  ,Sillón capitoné rollo tapizado tela clara,71,75,70,https://atrezzovazquez.es/admin/img_prod/SI43/SI43-1-720x540.png
26,MV43,Muebles varios,Descatalogado  ,,0,0,0,https://atrezzovazquez.es/admin/img_prod/MV43/LOGOTIPO VAZQUEZ- 720x540.png
27,SIL43,Silla,Comedor  Frances  Salón  ,Silla Luis XVI nogal tapizada damasco gris,40,40,92,https://atrezzovazquez.es/admin/img_prod/SIL43/SIL43 (HAY 2) (mal estado) 720x540.png
28,S43,Sofá,Salón  ,Sofá rollo capitoné tapizado tela rayas,140,75,70,https://atrezzovazquez.es/admin/img_prod/S43/S43-1-720x540.png
29,TYV43,Televisores y vídeos,Televisor  ,"Televisión caja verde pistacho Electronic 24""",53,33,52,https://atrezzovazquez.es/admin/img_prod/TYV43/TYV43-720x540.png
30,PV43,Pie de vela,Candelabro  ,Candelabro bronce 3 luces,0,0,0,https://atrezzovazquez.es/admin/img_prod/PV43/PV43-720x540.png
31,TP43,Tapices y estandartes,Arabe  ,Tapiz bordado árabe pequeño,90,0,90,https://atrezzovazquez.es/admin/img_prod/TP43/TP43-720x540.png
32,PER43,Perchero,Despacho  ,Perchero de pie tubo azul y gris peana redonda,1,1,1,https://atrezzovazquez.es/admin/img_prod/PER43/PER43-720x540.png
33,CDM43,Centro de mesa,,Centro de mesa de metal diferentes modelos,0,0,0,https://atrezzovazquez.es/admin/img_prod/CDM43/CDM43-720x540.png
34,FIG43,Figuras,Adorno  ,Figura de resina mujer,0,0,0,https://atrezzovazquez.es/admin/img_prod/FIG43/FIG43-720x540.png
35,PLA43,Playa,Sombrillas  ,Sombrilla tela rayas amarillas y blancas,0,175,0,https://atrezzovazquez.es/admin/img_prod/PLA43/PLA43-720x540.png
36,REG43,Religión,Religioso  ,Escapulario,0,0,0,https://atrezzovazquez.es/admin/img_prod/REG43/REG43-720x540.png
37,RU43,Rural,Arabe  ,Silla de montar árabe,0,0,0,https://atrezzovazquez.es/admin/img_prod/RU43/RU43-720x540.png
38,ALF44,Alfombra,Arabe  Comedor  Salón  ,Alfombra persa roja fondo claro,185,140,1,https://atrezzovazquez.es/admin/img_prod/ALF44/ALF44-720x540.png
39,AFC44,Alfombra de cama,Dormitorio  ,Alfombrin de cama fino gris,115,70,1,https://atrezzovazquez.es/admin/img_prod/AFC44/AFC44-720x540.png
40,AP44,Aparador,Comedor  Valenciano  ,Vitrina valenciana con estantes cristal,124,44,180,https://atrezzovazquez.es/admin/img_prod/AP44/AP44-1-720x540.png
41,AR44,Armario,,Armario pino 2 puertas con maletero,97,55,250,https://atrezzovazquez.es/admin/img_prod/AR44/AR44-1-720x540.png
42,BAC44,Banco,Rústico  ,Banco de cruceta de pino doble pata,135,27,50,https://atrezzovazquez.es/admin/img_prod/BAC44/BAC44-1-720x540.png
43,BAN44,Banqueta,Salón  ,Puf redondo tapizado crema,39,39,46,https://atrezzovazquez.es/admin/img_prod/BAN44/BAN44-720x540.png
44,BAU44,Baul,Almacenaje  Viaje  ,Baúl tapa forma forrado piel cabra,60,30,36,https://atrezzovazquez.es/admin/img_prod/BAU44/BAU44-1-720x540.png
45,CA44,Cama,Dormitorio  Modernista  ,Cama modernista nogal con talla madera,140,190,140,https://atrezzovazquez.es/admin/img_prod/CA44/CA44-720x540.png
46,CO44,Cocinas,Varios cocina  ,Cocina de carbón figurada piedra,142,53,88,https://atrezzovazquez.es/admin/img_prod/CO44/CO44-1-720x540.png
47,COM44,Comoda,Comodín  Dormitorio  Modernista  ,Comodín modernista caoba tapa mármol,90,50,82,https://atrezzovazquez.es/admin/img_prod/COM44/COM44-1-720x540.png
0,CON44,Consola,Italiano  Recibidor  ,Consola italiana madera clara,109,30,80,https://atrezzovazquez.es/admin/img_prod/CON44/CON44-1-720x540.png
1,CU44,Cuadro,Paisaje  Retratos  ,Cuadro marco dorado tallado lámina pescador,131,10,133,https://atrezzovazquez.es/admin/img_prod/CU44/CU44-720x540.png
2,ANU44,Carteles y anuncios,Bar y cafetería  ,Carteles cartón grabados de bebidas,10,1,5,https://atrezzovazquez.es/admin/img_prod/ANU44/ANU44-720x540.png
3,ESP44,Espejo,Atrezzo baño  ,Espejo marco blanco con estante y apliques,70,35,70,https://atrezzovazquez.es/admin/img_prod/ESP44/ESP44 720x540.png
4,ES44,Estanteria,Cocina  ,Estante de pino recortado,1,1,1,https://atrezzovazquez.es/admin/img_prod/ES44/ES44-720x540.png
5,EST44,Estufa,Cubreradiador  Salón  ,Cubreradiador nogal con estantes,103,27,88,https://atrezzovazquez.es/admin/img_prod/EST44/EST44-720x540.png
6,ESTAT44,Estatua,Iglesia  Religioso  ,Hornacina de nogal con Virgen,0,0,0,https://atrezzovazquez.es/admin/img_prod/ESTAT44/ESTAT44-1-720x540.png
7,F44,Fichero,Despacho  ,Cajonera mesa negra 1 cajón,43,60,34,https://atrezzovazquez.es/admin/img_prod/F44/F44-720x540.png
8,MUS44,Instrumentos musicales,Musica  ,Flauta madera antigua,1,1,1,https://atrezzovazquez.es/admin/img_prod/MUS44/MUS44 (INM31)-720x540.png
9,ADO44,Adornos,Salón  ,Maqueta velero,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADO44/ADO44-720x540.png
10,DPT44,Deporte,Bicicleta  ,Bicicleta de niño roja spiderman,105,50,70,https://atrezzovazquez.es/admin/img_prod/DPT44/DPT44-720x540.png
11,LAM44,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa metal peana calada,1,1,1,https://atrezzovazquez.es/admin/img_prod/LAM44/LAM44-720x540.png
12,FUM44,Artículos de fumador,Cenicero  ,Ceniceros cristal tallado redondos diferentes,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM44/FUM44-720X540.png
13,M44,Mesa,Centro  Japonés  ,Mesa japonesa centro nogal,100,65,40,https://atrezzovazquez.es/admin/img_prod/M44/M44-1-720x540.png
14,BYC44,Atrezzo de bar y cafetería,Bar y cafetería  ,Vasos cristal antiguo de cortadillo,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC44/BYC43(BAR43-720x540).png
15,COL44,Atrezzo colegio,Colegio  ,Escuadras grandes madera antiguas,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL44/COL44-1-720x540.png
16,DES44,Atrezzo despacho,Despacho  Máquinas de escribir  ,Máquina de escribir electrica Olivetti Editor 3,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES44/DES44-720x540.png
17,BA44,Baño,Lavabo  ,Lavabo actual con pie sin grifos,63,49,68,https://atrezzovazquez.es/admin/img_prod/BA44/BA44-720x540.png
18,BEB44,Bebé,Descatalogado  ,,0,0,0,https://atrezzovazquez.es/admin/img_prod/BEB44/LOGOTIPO VAZQUEZ- 720x540.png
19,CST44,Moda y costura,Máquinas de coser  ,Máquina de coser con mueble formica,44,78,115,https://atrezzovazquez.es/admin/img_prod/CST44/CST44-1-720x540.png
20,CRI44,Cristalería,Licoreras  ,Licorera cristal tallado tapón bellota.,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI44/CRI44-720x540.png
21,MC44,Macetero,Jardín  ,Macetón de fibra forma copa dorado,40,40,48,https://atrezzovazquez.es/admin/img_prod/MC44/MC44-720x540.png
22,ME44,Mesilla,Dormitorio  ,Mesilla recta oscura puerta abatible,42,24,65,https://atrezzovazquez.es/admin/img_prod/ME44/ME44-1-720x540.png
23,REL44,Reloj,Cocina  ,Reloj de pared chapa verde redondo,1,1,1,https://atrezzovazquez.es/admin/img_prod/REL44/REL44-720x540.png
24,TEL44,Telefonía,,Teléfono antiguo de mesa de oficina gris disco rojo,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL44/TEL44-720x540.png
25,MYN44,Maletas y neceseres de viaje,Viaje  ,Maleta antigua lona azul rayas crema cantoneras cuero claro,75,45,25,https://atrezzovazquez.es/admin/img_prod/MYN44/MYN44-720x540.png
26,JUG44,Juguetes,Juguete  ,Guitarra de juguete antigua con su caja,0,0,0,https://atrezzovazquez.es/admin/img_prod/JUG44/JUG44-720x540.png
27,JAR44,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarrón madera cilíndrico dibujo abstracto,0,0,0,https://atrezzovazquez.es/admin/img_prod/JAR44/JAR44-720x540.png
28,MYS44,Tocadiscos y altavoces,Cintas de cassette  Musica  Sonido  ,Maletín portacassettes skay verde,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYS44/MYS44-720x540.png
29,ML44,Librería,Descatalogado  ,Descatalogado,0,0,0,https://atrezzovazquez.es/admin/img_prod/ML44/LOGOTIPO VAZQUEZ- 720x540.png
30,MED44,Atrezzo medicina,Hospital  Medicina  ,Aparato germicida Henry chapa antiguo,0,0,0,https://atrezzovazquez.es/admin/img_prod/MED44/MED44-720x540.png
31,HOS44,Hospitales,Hospital  Medicina  ,Taquilla de hospital forma hierro blanca,30,60,145,https://atrezzovazquez.es/admin/img_prod/HOS44/HOS44-1-720x540.png
32,VAA44,Atrezzo vario,,Casco de moto antiguo con orejeras,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAA44/VAA44-720x540.png
33,RAD44,Radios,Cubista  Mueble radio  ,Mueble radio tocadiscos cubista,105,41,83,https://atrezzovazquez.es/admin/img_prod/RAD44/RAD44-720x540.png
34,SI44,Sillón,Americano  Salón  Tresillo  ,Sillón chester tapizado skay negro,95,82,80,https://atrezzovazquez.es/admin/img_prod/SI44/SI44-1-720x540.png
35,MV44,Muebles varios,Recibidor  Taquillón  ,Taquillón blanco con espejo a juego,80,22,183,https://atrezzovazquez.es/admin/img_prod/MV44/MV44-1-720x540.png
36,SIL44,Silla,Comedor  Valenciano  ,Silla de comedor valenciana clara tapizada terciopelo labrado,160,105,80,https://atrezzovazquez.es/admin/img_prod/SIL44/SIL44-1-720x540.png
37,S44,Sofá,Americano  Salón  Tresillo  ,Sofá chester 3 plazas tapizado skay negro,228,82,80,https://atrezzovazquez.es/admin/img_prod/S44/S44-1-720x540.png
38,TYV44,Televisores y vídeos,Televisor  ,"Televisión caja madera Werner 24"" (B/N)",72,33,47,https://atrezzovazquez.es/admin/img_prod/TYV44/TYV44-1-720x540.png
39,PV44,Pie de vela,Candelabro  ,Candelabro imperio 2 luces,0,0,0,https://atrezzovazquez.es/admin/img_prod/PV44/PV44-720x540.png
40,TP44,Tapices y estandartes,Castillo  Medieval  ,Tapiz bordado ciudad medieval,120,0,270,https://atrezzovazquez.es/admin/img_prod/TP44/TP44-720x540.png
41,PER44,Perchero,Despacho  ,Perchero de pie tubo blanco 4 boliches niquelados,37,37,176,https://atrezzovazquez.es/admin/img_prod/PER44/PER44-720x540.png
42,CDM44,Centro de mesa,,Centro de mesa niquelado forma cesta,0,0,0,https://atrezzovazquez.es/admin/img_prod/CDM44/CDM44-720x540.png
43,FIG44,Figuras,Adorno  ,Figura de resina niña,0,0,0,https://atrezzovazquez.es/admin/img_prod/FIG44/FIG44-720x540.png
44,PLA44,Playa,Sombrillas  ,Sombrilla tela hojas colores borde fleco,0,125,0,https://atrezzovazquez.es/admin/img_prod/PLA44/PLA44-720x540.png
45,REG44,Religión,Religioso  ,Estampa religiosa,0,0,0,https://atrezzovazquez.es/admin/img_prod/REG44/REG44-720x540.png
46,RU44,Rural,,Sillas de montar de cuero,0,0,0,https://atrezzovazquez.es/admin/img_prod/RU44/RU44-1-720x540.png
47,ALF45,Alfombra,Arabe  Comedor  Salón  ,Alfombra persa roja y crema,190,130,1,https://atrezzovazquez.es/admin/img_prod/ALF45/ALF45-720x540.png
0,AFC45,Alfombra de cama,Dormitorio  ,Alfombrin de cama fino verde con fleco,70,50,1,https://atrezzovazquez.es/admin/img_prod/AFC45/AFC45-720x540.png
1,AP45,Aparador,Comedor  Valenciano  ,Aparador valenciano parte alta estantes,120,45,195,https://atrezzovazquez.es/admin/img_prod/AP45/AP45-1-720x540.png
2,AR45,Armario,,"Armario colonial, 2 puertas",123,54,185,https://atrezzovazquez.es/admin/img_prod/AR45/AR45-1-720x540.png
3,BAC45,Banco,Rústico  ,Banco de cruceta de pino doble pata,148,27,50,https://atrezzovazquez.es/admin/img_prod/BAC45/BAC45-1-720X540.png
4,BAN45,Banqueta,Bar y cafetería  ,Banquetas tapa recta tapizada,38,30,35,https://atrezzovazquez.es/admin/img_prod/BAN45/BAN45-1-720x540.png
5,BAU45,Baul,Almacenaje  Viaje  ,Baúl roble con asas y esquinas metal,65,33,34,https://atrezzovazquez.es/admin/img_prod/BAU45/BAU45-1-720x540.png
6,CA45,Cama,Dormitorio  ,Cama de nogal medio punto con largueros tallados,150,190,149,https://atrezzovazquez.es/admin/img_prod/CA45/CA45-720x540.png
7,CO45,Cocinas,Electrodomestico  ,Cocina de carbón de hierro blanca,60,54,81,https://atrezzovazquez.es/admin/img_prod/CO45/CO45-720x540.png
8,COM45,Comoda,Comodín  Dormitorio  ,Comodín nogal columnas tapa mármol blanco,83,49,75,https://atrezzovazquez.es/admin/img_prod/COM45/COM45-1-720x540.png
9,CON45,Consola,Japonés  Recibidor  ,Consola japonesa en negro,170,47,80,https://atrezzovazquez.es/admin/img_prod/CON45/CON45.bmp
10,CU45,Cuadro,Bodegones y flores  ,Cuadro marco madera esquinas talladas lámina bodegón,107,10,73,https://atrezzovazquez.es/admin/img_prod/CU45/CU45-720x540.png
11,ANU45,Carteles y anuncios,Bar y cafetería  ,Carteles cartón grabados de bebidas,10,1,10,https://atrezzovazquez.es/admin/img_prod/ANU45/ANU45-720x540.png
12,ESP45,Espejo,Dormitorio  ,Espejo tríptico de mesa forma al aire,115,25,64,https://atrezzovazquez.es/admin/img_prod/ESP45/ESP45-720x540.png
13,ES45,Estanteria,Despacho  ,Estantería de suelo baja varilla y sapeli,63,22,61,https://atrezzovazquez.es/admin/img_prod/ES45/ES45-1-720x540.png
14,EST45,Estufa,Cubreradiador  Salón  ,Cubreradiador nogal tablitas,64,31,103,https://atrezzovazquez.es/admin/img_prod/EST45/EST45-720x540.png
15,ESTAT45,Estatua,Religioso  Iglesia  ,Hornacina oscura con Virgen con niño,0,0,0,https://atrezzovazquez.es/admin/img_prod/ESTAT45/ESTAT45-720x540.png
16,F45,Fichero,Despacho  ,Cajonera mesa negra 3 cajones,43,60,52,https://atrezzovazquez.es/admin/img_prod/F45/F45-720x540.png
17,MUS45,Instrumentos musicales,Musica  ,Flauta de niño,1,1,1,https://atrezzovazquez.es/admin/img_prod/MUS45/MUS45 (INM32)-720x540.png
18,ADO45,Adornos,Salón  ,Máscara fibra y gasa,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADO45/ADO45-720x540.png
19,DPT45,Deporte,Bicicleta  ,Bicicleta de niña azul,130,50,85,https://atrezzovazquez.es/admin/img_prod/DPT45/DPT45-720x540.png
20,LAM45,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa metal peana redonda,1,1,1,https://atrezzovazquez.es/admin/img_prod/LAM45/LAM45-720x540.png
21,FUM45,Artículos de fumador,Cenicero  ,Ceniceros cristal tallado redondos diferentes,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM45/FUM45-720X540.png
22,M45,Mesa,Auxiliar  Japonés  ,Mesa japonesa negra y roja,59,45,50,https://atrezzovazquez.es/admin/img_prod/M45/M45-1-720x540.png
23,BYC45,Atrezzo de bar y cafetería,Bar y cafetería  ,Vasos cristal whisky,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC45/BYC45(BAR45-720x540).png
24,COL45,Atrezzo colegio,Colegio  ,Reglas metálicas,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL45/COL45-720x540.png
25,DES45,Atrezzo despacho,Despacho  Máquinas de escribir  ,Máquina de escribir electrica Olivetti Lexicon 90 verde,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES45/DES45-720x540.png
26,BA45,Baño,Lavabo  ,Lavabo loza con 2 llaves y caño con pie,70,56,90,https://atrezzovazquez.es/admin/img_prod/BA45/BA45-1-720x540.png
27,BEB45,Bebé,Descatalogado  ,,0,0,0,https://atrezzovazquez.es/admin/img_prod/BEB45/LOGOTIPO VAZQUEZ- 720x540.png
28,CST45,Moda y costura,Máquinas de coser  ,Máquina de coser eléctrica SINGER con pie italiano,47,85,60,https://atrezzovazquez.es/admin/img_prod/CST45/CST45-720x540.png
29,CRI45,Cristalería,Licoreras  ,Licorera cristal tallado tapón tallado.,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI45/CRI45-720x540.png
30,MC45,Macetero,Jardín  Mimbre  ,Macetón redondo hierro y mimbre,38,38,40,https://atrezzovazquez.es/admin/img_prod/MC45/MC45-1-720x540.png
31,ME45,Mesilla,Dormitorio  Inglesa  ,Mesilla inglesa raiz tapa marquetería,54,38,58,https://atrezzovazquez.es/admin/img_prod/ME45/ME45-1-720x540.png
32,REL45,Reloj,Cocina  ,Reloj de pared de formica cuadrado esfera redonda,1,1,1,https://atrezzovazquez.es/admin/img_prod/REL45/REL45-720x540.png
33,TEL45,Telefonía,,Teléfono público negro,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL45/TLF45-720x540.png
34,MYN45,Maletas y neceseres de viaje,Viaje  ,Maleta antigua lona corinto rayas crema,75,45,25,https://atrezzovazquez.es/admin/img_prod/MYN45/MYN45-720x540.png
35,JUG45,Juguetes,Juguete  ,Juego antiguo Las Mil Figuras con su caja,0,0,0,https://atrezzovazquez.es/admin/img_prod/JUG45/JUG45-720x540.png
36,JAR45,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarrón Talavera grande forma copa,0,0,0,https://atrezzovazquez.es/admin/img_prod/JAR45/JAR45-720x540.png
37,MYS45,Tocadiscos y altavoces,Cintas de cassette  Musica  Sonido  ,Maletín portacassettes skay negro grande,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYS45/MYS45-720x540.png
38,ML45,Librería,Descatalogado  ,Descatalogado,0,0,0,https://atrezzovazquez.es/admin/img_prod/ML45/LOGOTIPO VAZQUEZ- 720x540.png
39,MED45,Atrezzo medicina,Hospital  Medicina  ,Horno esterilizador de laboratorio,0,0,0,https://atrezzovazquez.es/admin/img_prod/MED45/MED45-720x540.png
